TCGA_patient_barcode	TCGA-BJ-A28V	TCGA-DJ-A1QN	TCGA-DJ-A13W	TCGA-BJ-A191	TCGA-J8-A3O0	TCGA-FY-A3ON	TCGA-DJ-A13X	TCGA-EM-A3AO	TCGA-DJ-A1QI	TCGA-EL-A3H8	TCGA-EL-A3CX	TCGA-BJ-A0ZG	TCGA-IM-A3ED	TCGA-EL-A3CY	TCGA-DJ-A1QL	TCGA-EM-A2CL	TCGA-EM-A22M	TCGA-BJ-A0YZ	TCGA-BJ-A28W	TCGA-BJ-A28T	TCGA-ET-A3DS	TCGA-DO-A1JZ	TCGA-DE-A2OL	TCGA-BJ-A28S	TCGA-CE-A3MD	TCGA-BJ-A0ZJ	TCGA-FE-A239	TCGA-ET-A3BU	TCGA-EL-A3GZ	TCGA-ET-A39R	TCGA-ET-A39N	TCGA-ET-A3BV	TCGA-BJ-A0ZA	TCGA-DJ-A2Q1	TCGA-EL-A3GR	TCGA-EL-A3CZ	TCGA-EM-A3AJ	TCGA-EL-A3GO	TCGA-DJ-A2Q7	TCGA-BJ-A3F0	TCGA-E3-A3E0	TCGA-EM-A2CR	TCGA-EL-A3MY	TCGA-EL-A3D4	TCGA-E8-A2JQ	TCGA-EM-A2CS	TCGA-ET-A2N1	TCGA-EM-A2CK	TCGA-CE-A27D	TCGA-EL-A3H3	TCGA-ET-A3DV	TCGA-FE-A235	TCGA-ET-A3BS	TCGA-DJ-A2QA	TCGA-EM-A1CU	TCGA-EM-A3AN	TCGA-E3-A3DZ	TCGA-BJ-A28Z	TCGA-DJ-A2PV	TCGA-EL-A3D1	TCGA-EL-A3CO	TCGA-EM-A2CU	TCGA-EM-A3AP	TCGA-FY-A2QD	TCGA-DJ-A2Q4	TCGA-ET-A39M	TCGA-H2-A2K9	TCGA-BJ-A2P4	TCGA-EM-A3AL	TCGA-ET-A3DP	TCGA-GE-A2C6	TCGA-BJ-A0ZC	TCGA-EL-A3CL	TCGA-EL-A3GQ	TCGA-BJ-A0Z2	TCGA-CE-A13K	TCGA-EL-A3CN	TCGA-EM-A3AI	TCGA-ET-A3BW	TCGA-ET-A3DT	TCGA-EL-A3H1	TCGA-ET-A3DO	TCGA-EL-A3D0	TCGA-EL-A3GW	TCGA-ET-A2MZ	TCGA-ET-A39J	TCGA-EL-A3GX	TCGA-EM-A3FN	TCGA-DJ-A2PU	TCGA-E3-A3E5	TCGA-J8-A3O1	TCGA-EM-A22L	TCGA-ET-A3BX	TCGA-EM-A1YE	TCGA-EM-A3FO	TCGA-EL-A3CR	TCGA-E8-A2EA	TCGA-DE-A3KN	TCGA-ET-A3BP	TCGA-EM-A1CV	TCGA-ET-A39L	TCGA-EM-A2CN	TCGA-EM-A1YD	TCGA-EL-A3GP	TCGA-BJ-A18Z	TCGA-DJ-A13V	TCGA-BJ-A2NA	TCGA-IM-A3EB	TCGA-DJ-A2PR	TCGA-EL-A3MX	TCGA-DJ-A2Q5	TCGA-EL-A3CP	TCGA-EM-A3FP	TCGA-BJ-A0Z3	TCGA-BJ-A18Y	TCGA-DJ-A13M	TCGA-BJ-A2N9	TCGA-BJ-A291	TCGA-BJ-A0Z0	TCGA-DJ-A1QM	TCGA-EM-A2CQ	TCGA-EL-A3H4	TCGA-DJ-A1QF	TCGA-DJ-A2QC	TCGA-EM-A3FJ	TCGA-DJ-A2PS	TCGA-EM-A2CP	TCGA-ET-A2N4	TCGA-ET-A3BN	TCGA-EL-A3H2	TCGA-EL-A3N3	TCGA-DJ-A1QE	TCGA-DJ-A2PW	TCGA-FE-A233	TCGA-DJ-A2PO	TCGA-EL-A3GV	TCGA-CE-A3ME	TCGA-DJ-A2Q2	TCGA-DJ-A13O	TCGA-DE-A0Y2	TCGA-EM-A22Q	TCGA-DJ-A1QO	TCGA-EL-A3GY	TCGA-BJ-A0ZE	TCGA-EL-A3D5	TCGA-BJ-A28R	TCGA-EM-A2CJ	TCGA-DJ-A1QD	TCGA-BJ-A190	TCGA-ET-A2N5	TCGA-BJ-A290	TCGA-EL-A3CS	TCGA-DJ-A2PQ	TCGA-EL-A3N2	TCGA-DJ-A2Q9	TCGA-EL-A3CT	TCGA-EM-A2P1	TCGA-FE-A232	TCGA-ET-A39I	TCGA-EL-A3CW	TCGA-FE-A230	TCGA-BJ-A2N7	TCGA-EM-A1CT	TCGA-EL-A3H5	TCGA-DJ-A2PN	TCGA-BJ-A0Z9	TCGA-DJ-A2PZ	TCGA-FE-A22Z	TCGA-J8-A3NZ	TCGA-DJ-A13S	TCGA-FE-A236	TCGA-FE-A234	TCGA-EL-A3CV	TCGA-BJ-A0Z5	TCGA-EL-A3H7	TCGA-BJ-A0ZB	TCGA-FE-A23A	TCGA-EL-A3MW	TCGA-EM-A3FL	TCGA-EL-A3CU	TCGA-EL-A3MZ	TCGA-DJ-A2Q6	TCGA-EL-A3GS	TCGA-ET-A39P	TCGA-DJ-A1QG	TCGA-DJ-A2PP	TCGA-E3-A3E1	TCGA-EM-A1CW	TCGA-EM-A1YC	TCGA-EL-A3GU	TCGA-BJ-A192	TCGA-ET-A25M	TCGA-EM-A22I	TCGA-EM-A2OV	TCGA-DJ-A13R	TCGA-E3-A3DY	TCGA-BJ-A3EZ	TCGA-DO-A1K0	TCGA-ET-A2N0	TCGA-EL-A3D6	TCGA-EM-A2CO	TCGA-ET-A39T	TCGA-ET-A25L	TCGA-EL-A3CM	TCGA-FY-A3BL	TCGA-DJ-A2PY	TCGA-DJ-A2Q8	TCGA-DJ-A2Q0	TCGA-ET-A25G	TCGA-E3-A3E3	TCGA-FE-A237	TCGA-ET-A3BT	TCGA-FE-A231	TCGA-EM-A22J	TCGA-EM-A2OY	TCGA-EM-A1YB	TCGA-ET-A2MY	TCGA-EM-A22O	TCGA-ET-A25O	TCGA-ET-A3DW	TCGA-DJ-A2QB	TCGA-EM-A1YA	TCGA-DE-A4M9	TCGA-DJ-A4UP	TCGA-EL-A3ZP	TCGA-DJ-A3VJ	TCGA-EL-A3ZS	TCGA-CE-A482	TCGA-J8-A3YH	TCGA-EL-A4JZ	TCGA-EL-A4K7	TCGA-DJ-A4UT	TCGA-BJ-A45J	TCGA-FY-A40M	TCGA-EM-A3O3	TCGA-FE-A3PD	TCGA-H2-A3RH	TCGA-E8-A432	TCGA-DJ-A3V9	TCGA-J8-A3O2	TCGA-MK-A4N9	TCGA-EL-A4JX	TCGA-EL-A3ZT	TCGA-DJ-A3UO	TCGA-ET-A40R	TCGA-DJ-A3UK	TCGA-FE-A3PA	TCGA-L6-A4EP	TCGA-EL-A3ZQ	TCGA-EL-A3TA	TCGA-KS-A4I5	TCGA-EL-A3T9	TCGA-BJ-A45H	TCGA-BJ-A4O8	TCGA-ET-A40P	TCGA-DJ-A3US	TCGA-DJ-A4UR	TCGA-EL-A3ZO	TCGA-J8-A42S	TCGA-EM-A3ST	TCGA-EL-A3T7	TCGA-CE-A485	TCGA-DJ-A3UP	TCGA-DJ-A3V3	TCGA-EM-A3O6	TCGA-DJ-A4V5	TCGA-ET-A4KN	TCGA-CE-A484	TCGA-CE-A481	TCGA-EL-A3T8	TCGA-FK-A3SE	TCGA-FK-A3SD	TCGA-DJ-A3VA	TCGA-ET-A40Q	TCGA-DJ-A3VK	TCGA-BJ-A45D	TCGA-DJ-A3UU	TCGA-DJ-A3VG	TCGA-EL-A3ZR	TCGA-EL-A4K6	TCGA-EL-A4KD	TCGA-EM-A3SX	TCGA-EL-A4KI	TCGA-EL-A3TB	TCGA-DJ-A3V2	TCGA-E8-A413	TCGA-E8-A44K	TCGA-FY-A3WA	TCGA-DJ-A4V0	TCGA-EL-A3T3	TCGA-J8-A3YF	TCGA-EL-A3ZN	TCGA-DJ-A4UL	TCGA-E8-A438	TCGA-EL-A4KG	TCGA-EL-A3T0	TCGA-EL-A4JV	TCGA-FY-A3W9	TCGA-FY-A3I5	TCGA-EM-A3O7	TCGA-EL-A3T2	TCGA-BJ-A45K	TCGA-ET-A2N3	TCGA-EM-A4FH	TCGA-DJ-A3VE	TCGA-EL-A4KH	TCGA-ET-A4KQ	TCGA-BJ-A45G	TCGA-BJ-A3PR	TCGA-BJ-A28X	TCGA-DJ-A3UN	TCGA-FY-A3TY	TCGA-L6-A4EQ	TCGA-FE-A3PC	TCGA-EL-A4K9	TCGA-DE-A4MB	TCGA-EL-A4K2	TCGA-EL-A3T1	TCGA-EM-A4G1	TCGA-L6-A4ET	TCGA-BJ-A45C	TCGA-EL-A3ZL	TCGA-EL-A4JW	TCGA-DJ-A4V2	TCGA-DJ-A3UZ	TCGA-E8-A414	TCGA-E8-A436	TCGA-EM-A3SZ	TCGA-DJ-A3VB	TCGA-E8-A437	TCGA-EL-A4K4	TCGA-L6-A4EU	TCGA-E8-A419	TCGA-DJ-A3V7	TCGA-BJ-A3PU	TCGA-DJ-A3V0	TCGA-E8-A416	TCGA-DJ-A4UW	TCGA-E8-A3X7	TCGA-CE-A483	TCGA-EM-A3SU	TCGA-H2-A422	TCGA-EL-A3T6	TCGA-DJ-A3UY	TCGA-EL-A3ZK	TCGA-E8-A433	TCGA-EL-A3ZH	TCGA-DE-A4MA	TCGA-H2-A3RI	TCGA-IM-A41Y	TCGA-EL-A3ZM	TCGA-KS-A41F	TCGA-EL-A3ZG	TCGA-E8-A415	TCGA-DE-A4MC	TCGA-J8-A4HY	TCGA-BJ-A4O9	TCGA-FY-A40L	TCGA-ET-A2MX	TCGA-DJ-A3VM	TCGA-EM-A3SY	TCGA-DJ-A3VI	TCGA-E8-A417	TCGA-KS-A4IB	TCGA-EL-A4K1	TCGA-EM-A3O9	TCGA-BJ-A45F	TCGA-E8-A418
BCL2L1	-0.471614332	-0.252006289	-0.481612352	-0.471397715	-0.120007402	0.034651677	-0.495379199	0.161688221	-0.330487943	-0.340838804	0.259256761	0.096112677	-0.196010067	-0.057483713	-0.242766717	-0.208341047	0.345815012	-0.185884756	-0.399973136	-0.221845184	0.17914449	0.348172943	-0.343213598	-0.207300644	-0.060051883	-0.357507473	-0.089556171	0.168422375	0.18638209	0.377950636	0.308832241	0.35599947	-0.462071457	0.387375379	-0.02506838	0.0	0.335248207	-0.39687427	-0.042487369	-0.269345234	0.028236345	0.040268259	0.431643857	0.065530975	0.444864813	0.354446584	0.058785513	-0.023287618	-0.11442427	-0.027617853	0.139743538	0.197737739	0.054215039	-0.154981615	0.190498198	0.026254685	0.191579109	0.155940992	-0.012769206	0.278164831	-0.094581053	0.097250619	0.0	-0.148389748	0.3011313	0.208277662	0.079685718	-0.346885782	-0.038690492	0.068981733	0.360357106	-0.482668366	0.311339589	-0.25265061	-0.232465607	-0.165258763	0.0460574	0.123146138	0.189702832	0.328000758	-0.191763742	-0.14253277	0.012264596	-0.128212464	0.070012172	0.393375429	0.086002241	-0.107097983	0.202325687	-0.16866342	-0.1555774	0.079867368	0.566471827	0.194030511	0.137087386	0.128639768	0.160923202	0.035181257	-0.246378556	0.058005685	0.134349505	-0.088942725	0.23417206	-0.001620629	-0.247574606	-0.176756647	0.01258689	0.474596515	0.501786759	-0.001909834	0.415938999	0.096210542	-0.146674091	-0.309852203	-0.428081031	-0.146249016	-0.728164055	-0.224147271	-0.291515406	-0.141845426	0.048877551	-0.121023905	-0.082769821	0.136632822	-0.000485159	0.287745242	0.109318164	0.207068966	0.035698148	0.017176796	0.454694732	-0.077296934	0.315763358	0.190674894	-0.327834927	-0.059992715	-0.011747762	0.177045196	0.033011999	0.020686404	0.048223183	0.254020659	0.171440775	-0.451739528	0.165814081	-0.013340309	-0.050873304	-0.133132487	-0.344278032	-0.149820367	-0.028761348	0.109263581	0.386674379	0.557679885	-0.08382372	0.254122327	0.488573956	0.255499578	0.142177094	0.112925841	0.539367763	-0.458166863	0.328227158	0.074076626	0.053756457	0.279418521	0.033405093	0.311015608	0.058851138	-0.097942816	0.150629385	0.693739293	-0.073212631	-0.129706296	0.522149136	-0.215351398	0.703971264	0.128323449	-0.237251367	0.132412318	0.017378114	0.058970682	0.166330632	0.147616738	-0.19085708	0.132642825	0.116990517	0.143136384	0.490264108	0.232721925	-0.461529236	0.040860356	0.360970506	0.154156031	-0.070767299	0.187147545	0.167836645	0.564598843	0.532808557	0.613976169	0.120020988	-0.008354726	0.741875729	0.07223874	0.089539776	0.56487541	0.483999258	0.294825803	0.711052269	0.211297687	0.352380178	0.116630557	0.483415499	0.003571202	0.257282882	0.16715557	0.456446248	0.372525667	0.131357675	0.375511503	-0.023883533	0.0192657	-0.022101489	0.032434601	0.073288074	0.146348179	-0.042975656	-0.044015208	0.124182795	0.546678009	0.036454694	0.172049268	0.112369298	-0.223500608	0.129963593	-0.000467966	-0.300800332	0.086785845	0.015386856	0.329167449	0.253720253	0.764702185	0.031011016	0.080214368	-0.291830889	-0.246538163	0.317437173	0.187051428	0.016245692	0.142526329	0.363762683	0.388999434	-0.06867504	0.083231216	-0.278552481	-0.34028224	0.044863157	0.12826434	-0.237548406	0.0110893	-0.139843119	0.07060085	-0.226333513	-0.044847375	-0.401709374	0.187516014	0.189543458	-0.301400269	-0.18361112	-0.100159852	0.169208396	-0.329932372	0.103252285	-0.216007886	-0.150745315	-0.099959368	-0.223081877	-0.134795765	-0.326509615	-0.163737719	0.094120711	-0.113091289	0.134721076	-0.16118999	-0.218186236	0.214310158	0.081222336	0.780382776	-0.10064908	0.132074533	0.176955125	-0.392252718	-0.067347555	-0.273137983	0.036101671	-0.233222823	-0.172931259	-0.347497583	-0.31473486	-0.220428975	-0.176115868	-0.274786126	-0.257181789	-0.191106193	-0.245698803	-0.079295854	-0.27185592	-0.301134025	0.265302074	0.058595611	-0.081151255	-0.165131852	0.088976252	-0.003180431	0.110719258	0.300894354	-0.124627331	0.322200613	-0.036237999	0.033983465	-0.31841931	-0.001975546	0.495638285	-0.337705023	-0.204543387	0.375006635	0.39756139	0.518350066	0.428877279	-0.02027199	0.601163573	-0.215624791	0.384961464	0.228276434	0.373637206	0.120559399	-0.136289113	0.408204711	-0.026748071	0.19467988	0.611028897	0.055502633	0.452784082	-0.132830177	0.1561798	0.125950695	0.338715837	0.574516657	0.061857691	0.289991038	0.439124043	0.241216487	0.098749315	0.144646759	0.345448491	-0.022547277	0.224885919	0.273728741	0.091770225	-0.107719343	0.301671743	0.423571576	0.380522423	0.436354954	0.162921571	0.178722804	0.062388	0.504219937
ERRFI1	-0.148872676	0.111776201	0.265633117	-0.461219292	-0.202500062	0.131747591	0.069211766	-0.05461591	0.354772898	0.045542487	-0.523142494	-0.168044571	-0.006233538	-0.223428444	-0.017486392	-0.172405648	-0.143685171	0.44517619	-0.236738518	-0.045348736	-0.32652862	-0.138294203	0.778688192	-0.227766456	-0.124331432	0.267463787	-0.093717292	-0.134254232	0.077109472	-0.004346278	-0.385073591	-0.174949349	-0.103343455	-0.291198667	0.960780099	0.301712446	0.099166454	-0.069014268	0.325741884	-0.090304502	0.019379749	0.108513837	-0.172820201	-0.1247295	0.0	0.0	-0.1128151	0.217447548	0.045045255	-0.102143248	0.003452393	0.009623354	-0.223423354	0.2448139	0.617263311	0.284486809	0.355739231	-0.026298078	0.085688908	0.133787755	0.205248557	0.244282952	0.15128617	-0.255719965	0.16123185	-0.149228537	-0.430982683	0.275933959	-0.168593757	0.034388577	0.14220869	0.276487983	1.053709752	0.875256336	-0.182172642	-0.01728283	-0.245740403	-0.29744965	-0.182956779	-0.148548014	0.268936251	-0.147461255	0.084505302	0.261659461	0.023283422	0.296574081	0.058091126	-0.283646777	0.051368685	-0.154744407	-0.146927805	0.094818636	0.019205803	-0.063305254	0.284188279	-0.058236252	-0.383522533	0.382680725	0.129865114	0.160495894	-0.067141904	0.087011163	-0.061127801	-0.14464226	0.094770067	0.249094296	0.202548444	0.120936	0.381123836	0.015258639	0.00784236	-0.274508871	-0.204378044	0.347176091	0.157222413	0.457437971	0.091564517	2.97e-05	0.611191772	0.298446826	0.454836182	-0.147047028	0.587270143	0.211192697	0.027854611	0.024299109	-0.192591238	-0.01484294	0.013118891	0.051966499	-0.120332306	-0.094100558	0.037507795	0.039790774	0.538106588	0.018994292	0.007238298	-0.016905777	0.059078043	0.044020335	-0.157476828	-0.326990833	-0.018021048	0.115008614	0.388625915	0.368178038	0.267807501	0.0	-0.077779699	-0.005371096	0.026322438	-0.009410474	0.214171792	0.047177864	0.001517035	0.103719076	-0.217433119	-0.200869385	0.52260001	0.479833975	-0.195301341	-0.129769026	0.005246492	-0.134284893	0.265947415	-0.047257969	0.337394758	-0.02582028	-0.283686111	-0.17076835	0.090599072	-0.15656574	-0.033657161	0.011728088	-0.050901947	-0.035271734	-0.258698795	0.0	0.532577275	0.241238237	-0.137888702	0.354079942	-0.009911061	0.227756795	-0.03833782	-0.244057248	-0.072098432	0.429477173	-0.032810208	-0.093631668	0.200910952	-0.143710233	-0.021541204	-0.027003236	0.109200696	-0.006555111	0.005178875	0.04252437	0.064659407	-0.147427436	-0.113293299	-0.156565733	-0.259736644	-0.120667874	-0.212167912	-0.202008256	-0.289964305	0.026387197	-0.076073653	-0.085141064	-0.323473934	-0.23480903	-0.307967531	-0.261774692	0.0	0.375724697	-0.075166795	-0.141118103	-0.240815599	-0.018880798	-0.10814505	0.216044937	-0.30860171	0.039200172	-0.162264382	-0.027692983	-0.192955237	-0.003885147	-0.040775682	-0.06644726	-0.306612248	-0.092800126	-0.333889106	-0.441012894	-0.25338102	-0.239393647	-0.218190619	-0.339442531	0.0187535	-0.01830452	0.142497	-0.416101223	0.006453737	0.098963822	-0.048828157	-0.037909289	-0.148896239	-0.069200097	-0.251111427	-0.200793248	-0.208822816	-0.182767292	-0.387118796	-0.11321292	0.126272834	-0.185952372	-0.075463111	0.156401278	-0.044565885	-0.195843602	-0.205598682	-0.146123875	-0.158514705	0.058886407	-0.038666597	-0.053578538	-0.220570019	0.045652099	-0.212799483	0.13816993	-0.084453911	-0.204743244	-0.062629746	-0.193580878	-0.16145605	-0.151227425	-0.172481688	-0.289468321	0.034090869	0.105160368	-0.273483617	0.287898518	-0.100469764	0.114885597	-0.139577639	-0.185560561	0.074677111	-0.016598651	-0.055226348	-0.058040531	-0.333193418	0.1631976	-0.006144581	0.004432981	0.079135344	0.24568024	-0.104702824	0.103770973	-0.216661239	0.252309439	0.041364354	0.26101428	0.099447362	0.201870425	-0.163332638	-0.10085803	0.096885782	0.078290951	-0.049394213	-0.08617282	0.091292765	-0.007360204	0.015122503	-0.086597848	-0.203379347	-0.307640247	0.425496966	-0.257004695	-0.043973289	0.253860649	0.030486498	-0.003610654	-0.061393213	0.09428924	0.100360101	-0.306961633	-0.23054409	-0.127020115	-0.033939225	-0.10748772	-0.100579779	0.280190365	-0.292897685	-0.128364446	0.047808969	-0.004393081	0.307275442	0.08365177	-0.157994053	-0.166578867	-0.307539517	-0.08778953	-0.10582955	0.440398898	-0.31202279	-0.129721056	0.701218	-0.128667289	-0.08254837	-0.027590882	-0.126957596	-0.175018752	0.080820479	-0.176076689	-0.05456681	0.314452328	-0.141814575	-0.162082166	-0.095975504	0.284718972	0.046603131	-0.250187823	-0.152795879	-0.092952778	0.137142301	0.051973237	-0.063955109	0.177597991
TGM2	-0.331079958	-0.19781767	0.357342243	-0.278848094	0.22056554	-0.000339658	0.432998676	0.292773707	0.0	-0.147488375	-0.354642267	0.438107301	0.255484196	0.00602033	-0.345232118	0.057128169	0.188808963	0.232640272	-0.045347875	0.130735698	-0.272447767	-0.350799152	-0.065314803	-0.270663154	-0.349718387	0.615407578	-0.342400981	0.044124403	-0.190539112	-0.06063775	-0.430449827	0.064533236	0.090541268	0.851777998	-0.262875052	1.027577613	0.047623642	-0.085133202	0.609074634	-0.117233236	-0.184634004	-0.213303356	0.12912491	0.12714724	0.403197045	-0.406777962	-0.011520116	0.664569415	-0.066435221	-0.040573289	-0.243373862	-0.049479584	-0.061123137	0.73015872	-0.24160636	0.534886302	0.661830855	0.594536571	0.525395534	-0.062578891	0.754206656	0.211026538	0.205429117	0.056241086	-0.09991021	-0.109051959	-0.495953449	0.398569289	-0.065118353	0.068947186	-0.022265229	0.439621336	0.134287024	0.554090044	0.009118431	-0.300610498	-0.055891922	-0.277802612	-0.377642474	0.125502382	0.220075323	0.585041331	0.149182406	0.199448586	-0.04888814	-0.202594252	0.146129014	-0.233084428	0.0	-0.127833971	-0.389500355	0.532991454	0.216757678	-0.287493893	0.030225669	0.109948035	-0.205390463	0.434327796	0.581493677	-0.386117882	-0.040146479	0.430167116	-0.275320098	-0.18472906	0.261789433	-0.04566043	0.346753377	0.362869559	0.162124118	-0.097742633	-0.119215013	-0.24356468	-0.226914921	0.541705106	0.389145187	0.766685383	-0.078433674	0.04372194	1.127839045	0.598294205	0.898805592	-0.146777429	-0.016969513	0.411721474	0.207929128	-0.241231501	-0.17481401	-0.122422024	-0.149719754	0.024470435	-0.057632615	-0.042132387	0.071117826	-0.233771487	0.794526068	-0.005809602	-0.182698411	0.167081312	0.509185728	-0.00133038	-0.059691389	-0.117736034	0.094351355	0.331195694	0.772774524	0.037903195	0.254347695	-0.197949946	0.056446685	0.118258513	-0.174015504	-0.128871625	0.096219576	0.129306521	0.344970858	0.508822393	0.466962566	-0.006793463	0.829994158	0.807834812	0.209462881	-0.163940151	0.087983687	-0.236042999	0.353236129	0.534866952	0.431257604	-0.227142304	-0.141382375	-0.323603489	0.214032137	-0.031344864	0.128640487	-0.119213661	0.196164337	0.0	0.520942013	-0.02103449	0.967909263	0.702251261	-0.10483066	0.638731318	-0.0113644	0.251677645	-0.261651782	-0.452094334	-0.172763311	0.60638126	-0.524774697	-0.353617572	-0.061104859	-0.077974712	-0.155474728	-0.018160628	0.406861326	-0.043166926	-0.076952231	-0.481463662	-0.078165981	-0.092650131	-0.304898299	-0.147086235	-0.173880743	-0.017540695	0.040616502	-0.382032584	-0.322103817	-0.458201821	0.316989743	0.182342582	-0.253196954	-0.27686574	-0.415870144	-0.450044663	-0.355015741	-0.362011891	-0.109487772	-0.316559373	-0.287673953	0.022668063	-0.142685322	-0.426026998	-0.414788144	0.25365033	0.562074948	0.062359516	0.223330429	-0.059210798	-0.368064167	0.04641436	0.39936224	0.910657269	0.145145046	-0.379158652	0.014609847	-0.083208766	-0.314876511	-0.33554236	-0.38948628	-0.53967086	-0.034035376	0.487005278	-0.161029212	-0.339662508	0.08571318	-0.156497481	-0.2544341	0.132576869	-0.423783054	-0.185570539	-0.149043907	0.553863789	0.450551553	0.461894102	0.207032332	0.156492968	0.150367622	0.045746877	-0.090091441	-0.61133577	-0.25717242	0.312579288	-0.016028255	-0.139493968	0.174695174	0.185879088	0.892468928	0.054338647	-0.013974337	-0.080531846	-0.144335389	-0.460947768	-0.456473124	-0.141765026	-0.436404207	-0.046321079	0.060715153	-0.25194407	-0.210775941	0.080894694	-0.175651173	0.071904826	-0.108351864	0.082064115	-0.035141844	0.034549224	0.374599887	-0.166443774	0.120516042	-0.253079667	-0.330305096	0.255749474	0.35310836	0.244230752	0.441594007	0.16927239	0.06541384	0.070928097	-0.262315736	0.474893571	0.174464163	0.09493796	0.274862867	0.257157713	-0.073223923	0.160469267	0.260842176	0.284628779	0.689433481	0.130097871	0.166852205	0.569471994	-0.168852702	-0.175928903	0.041492852	-0.016953536	0.561816568	-0.131277391	-0.203819646	0.447142213	0.045746877	-0.250035991	0.193556189	0.358171981	0.401239351	-0.315971218	0.541815038	0.379944049	0.212681871	-0.003087145	0.220634215	0.539647383	0.3953909	-0.321175864	-0.057669957	-0.109998724	0.790828271	0.557231836	-0.309290494	-0.03752503	-0.306275126	-0.394817556	0.905335373	0.741041978	-0.477647715	-0.046987874	0.933492084	-0.231319696	-0.394880737	0.117705104	0.056515795	-0.228665079	-0.338043382	-0.504199617	-0.230750754	0.21822207	-0.630004644	-0.162791204	-0.093550494	0.118508652	-0.51518952	-0.631918324	-0.159879788	-0.347853019	-0.064861774	-0.512367898	-0.258011879	-0.05800182
